ligne_brute,fon,fr,raison
69370,"Héléhélé, hléhlé","Avec insistance, parfaitement",trop_court
69379,Dŏ mε!,Profite bien !,trop_court
69389,toɖémεnì,habitant d'une autre localité,trop_court
69389,toɖĕvomεnì,habitant d'une autre localité,trop_court
69396,Wema ɖaxo,Des livres épais.,trop_court
69406,E ɖagbe,C'est bon.,trop_court
69407,xwe tennε,neuf ans,trop_court
69413,avɔ̀,vêtement,trop_court
69413,awù,vêtement,trop_court
69413,s’ávɔ̀,vêtement,trop_court
69414,yé ní gbɛ̀,qu'ils refusent,trop_court
69419,Mi ɖu ɖɛɖɛ.,Mâcher lentement.,trop_court
69424,ɖebu a,pas du tout,trop_court
69429,go sín,quitter un endroit,trop_court
69430,gbɛɔmɛ nyɔ,il fait un temps splendide,trop_court
69460,ɖŏ... tamὲ,au nom de,trop_court
69462,agbadégotín,épi de maïs vidé de ses grains,trop_court
69462,gbadégotín,épi de maïs vidé de ses grains,trop_court
69473,"È sɔ́ mɛ ɖé sín kɛ́n ɔ́, è nɔ sɔ́ mɛ tɔn lɛ́ɛ bǐ sín kɛ́n: asi tɔn, vǐ tɔn súnnu, vǐ tɔn nyɔ̌nu kpó mɛ e va dó wǔ tɔn, bó hɛn ɔ́, yě ná ɖu nǔ mímɛ́ lɛ́ɛ bǐ kpó. Wǔ wɛ yě ká to nɔ slá hwɛ̌ cóbɔ è nɔ sɔ́ kɛ́n yětɔn.",31.18,artefact
69474,azɔgà,loin,trop_court
69474,zɔ̀,loin,trop_court
69484,zɛɛ́n,à égalité,trop_court
69484,zɛ̆nzɛ̆n,à égalité,trop_court
69489,kplákplá,en toute hâte,trop_court
69496,agŭ,igname pilée,trop_court
69506,Jinjɔn ayǐ.,Assieds-toi.,trop_court
69510,Awǎjijɛ ɖaxó wɛ.,Très content.,trop_court
69523,aviyaviyà,pleurnichements,trop_court
69526,ɖo vivε wε,fait mal,trop_court
69527,a ɖo gege à ye,n'en as,trop_court
69530,Slush.,Neige fondante.,trop_court
69541,agbà,ouvertement,trop_court
69541,ɖò wèjí,ouvertement,trop_court
69541,ganaganà,ouvertement,trop_court
69541,klolò,ouvertement,trop_court
69541,kloloò,ouvertement,trop_court
69541,wĕxò,ouvertement,trop_court
69552,Sukpɔ lε,Les mouches,trop_court
69557,ɖè avɔkàn,récolter du coton,trop_court
69563,étɛ́ ká ɖíè,qu'est,trop_court
69566,Sin ɖagbe,Eau fraîche,trop_court
69567,kúkuví,marmiton,trop_court
69567,nùɖátɔ́ kpεvi,marmiton,trop_court
69577,kέn jὲ mε wŭ,devenir enceinte,trop_court
69577,mɔ̀ xò,devenir enceinte,trop_court
69587,blò élɔ́ dó nukɔ̀n,fais,trop_court
69589,Dεn kan,Tendre une corde,trop_court
69599,nudannú,nourriture que l'on prend entre les repas,trop_court
69599,nugblanú,nourriture que l'on prend entre les repas,trop_court
69600,wɛ,c'était,trop_court
69610,gbòlí,boutonnière,trop_court
69610,gbòvílì,boutonnière,trop_court
69611,lìn,imaginer,trop_court
69611,vὲ dŏ... sín,imaginer,trop_court
69611,vὲ dŏ... wὲ,imaginer,trop_court
69615,Denu ɖiɖe ɖ’emɛ,Dédouanement inclus,trop_court
69625,Mɛjitɔ ɖokpo ɖokpo,Chaque parent,trop_court
69637,sin k'ɛ̀n,attache,trop_court
69648,Nǔsatɔ́ lɛ,Force de vente,trop_court
69649,kplá así ta,joindre les mains sur la tête en signe de deuil,definition
69652,e bu,il a disparu,trop_court
69654,Nǔ e è nɔ xwlé mɛ é ɖó dogbó,Offre limitée,trop_court
69661,Un yì cyán nŭ,Je suis allé chercher du bois (Pour un jumeau ou la mère d'un jumeau).,definition
69667,Agbaza bɔkun,Peau douce,trop_court
69686,gbesetɔ́,interprète,trop_court
69686,gbeyíɖɔ̀,interprète,trop_court
69688,E kpé xá,Cela convient.,trop_court
69691,E ɖ'amlɔ dɔ́ wɛ̀,Il dort.,trop_court
69694,bò,agonie,trop_court
69694,kúsù,agonie,trop_court
69694,kúsúkpà,agonie,trop_court
69697,zĕ sín ayĭ,hisser,trop_court
69708,"Atwɛ́n, atɔ́ɔ́n","L’homme, le mangeur à cinq doigts",trop_court
69715,Aziin ɖiɖa,Arachides bouillies et salées.,trop_court
69723,kɔ xu mi wε a,avez,trop_court
69728,Xà kpɔ́n,Vérifie.,trop_court
69735,Avivɔ gbɛ́,Il fait froid.,trop_court
69740,Un klɛ́n afɔ̀,J’ai trébuché.,trop_court
69757,hùn,ouvrir,trop_court
69757,kέ,ouvrir,trop_court
69758,azɔmεvi,écolier,trop_court
69763,ɖì hìn,avoir une hémorragie,trop_court
69767,hwenu su,c'est le moment le temps a grandi,trop_court
69768,alomà,plante amère,trop_court
69775,sá xéléxélé,masser légèrement,trop_court
69777,Dlɛn hwɛhwɛ.,Étirez-vous souvent.,trop_court
69781,ce wɛ̀,c'est le mien,trop_court
69793,"Asa ylɔ́ Mawu Mavɔmavɔ, Mawu tɔn bó ɖɔ: “Mawu Mavɔmavɔ, mɛ e ɖó gǎn lɛ́ɛ kpódó mɛ e ma ɖó gǎn ǎ lɛ́ɛ kpó ná hwlɛ́n gán ɔ́ nyí nǔ ɖěbǔ nú we ǎ. Wǎ gɔ́ alɔ nú mǐ, Mawu Mavɔmavɔ, Mawu mǐtɔn! Ɖó hwi wú wɛ mǐ gǎn jɛ, nyǐkɔ towe mɛ wɛ mǐ wǎ kpé ahwan xá ahwan wɔ̌buwɔ́bú élɔ́ ɖe. Mawu Mavɔmavɔ, Mawu mǐtɔn wɛ a nyǐ. Ní má nyí ɖɔ gbɛtɔ́ wɛ ná ɖu ɖo jǐ towe ó!”",14.11,artefact
69795,é jawé,elle arrive,trop_court
69803,glŏ nŭ,se dégager de tout emprise,trop_court
69805,jesu,Jésus,trop_court
69808,syεnsyεn,fort,trop_court
69811,nyì akɔ̀,jouer avec enjeu,trop_court
69812,É nyɔ́.,C'était bien.,trop_court
69814,ɖadlέnnú,brosse à cheveux,trop_court
69814,ɖatέnú,brosse à cheveux,trop_court
69818,mìmɔ́,action de nier,trop_court
69818,mùmɔ́,action de nier,trop_court
69835,azɔn huzu,la maladie a changé pas d'espoir de guérison,trop_court
69837,e kó wá sɔgbe ɔ́,a l'avenir,trop_court
69846,hweɖĕbùnu,chaque fois,trop_court
69867,Vi ce,Mon enfant.,trop_court
69869,avɔkàn,fil de pagne,trop_court
69871,"Axɔ́sú Asa sín tan ɔ́, è wlǎn sín fí e é bɛ́ sín ɔ́ káká yi fí e é fó dó ɔ́, dó axɔ́sú Judáa tɔn lɛ́ɛ kpódó Izlayɛ́li tɔn lɛ́ɛ kpó sín Tan wéma mɛ.",16.11,artefact
69876,Mi ni wa,Entrez,trop_court
69881,avùn káblì,chien-singe,trop_court
69891,akɔ towé ɖo gangi à,est,trop_court
69912,"Jozafáti kpó mɛ tɔn lɛ́ɛ kpó yi bɛ́ nǔ yětɔn lɛ́ɛ. Yě mɔ kanlin, dɔkun, awu kpó nǔ xɔ akwɛ́ tɛnmɛ tɛnmɛ lɛ́ɛ kpó kpɔ́ gégé. Nǔ lɛ́ɛ sukpɔ́, bɔ yě ɖo bǐbɛ́ wɛ káká nú azǎn atɔn, cóbɔ é lɛ́ kpo.",20.25,artefact
69913,hunnú,nom propre de personne,trop_court
69913,sέgbéjí,nom propre de personne,trop_court
69915,é yí wan n'í,elle l'aime,trop_court
69917,nukúnmyá hwenu,au moment du danger,trop_court
69922,Yi din.,Va-t'en maintenant.,trop_court
69926,e yi gan wewe mɛ,a midi,trop_court
69927,hwi mɛ,toi qui,trop_court
69936,Un ɖo ahanta lε,"J'ai du whisky, du gin ou du jus d'orange, pas de champagne ! :",definition
69942,bablíbà,immense,trop_court
69942,bábέέ,immense,trop_court
69942,waà,immense,trop_court
69945,sɔ́ dŏ dò mὲ,enfouir,trop_court
69973,ali ma nyi ɖokpo,il n'y a pas qu'une seule voie dans la vie,definition
69974,ani wɛ̀ piɛ ka wà,et qu'est,trop_court
69976,azɔn nabi,combien de fois,trop_court
69979,a mɔ a tɔ ce à jo yovozεn nyinyɔ ɖokpo ɖo ɖagbe ɖe lε mε,vois,trop_court
69986,nùgblègblé wɛ̀,c'est inconvenant,trop_court
69987,xò mɛ zin d'ɛ́,abattre quelqu'un,trop_court
69988,tὲn,lieu,trop_court
69988,tεndò,lieu,trop_court
69988,wènú,lieu,trop_court
69997,avivɔsùn,mois,trop_court
69999,klogăn,grand personnage,trop_court
69999,mε ɖaxó,grand personnage,trop_court
70005,É bɛ́ afɔkɔ́ tɔ̀n,Il a ramassé le sable de son empreinte (afin d’en faire un bŏ pour pouvoir lui nuire).,definition
70006,xúxú gbèhàn,secouer des touffes d'herbes pour en faire tomber la terre,trop_court
70009,Agbaza e cí kɔ́ ɖɔhun é,Peau bronzée,trop_court
70011,Nɔ huzu sɔgbe xá ninɔmɛ lɛ hwebǐnu.,S’adapter toujours.,trop_court
70013,mù xɔ̀,renverser une case,trop_court
70014,agbajúmɔ̀,illustre,trop_court
70014,hohi,illustre,trop_court
70014,kpligidì,illustre,trop_court
70014,nukúnɖéjí,illustre,trop_court
70017,"Ée Asa yi zinkpo jí ɔ́, mɛ ɖěbǔ fun ahwan xá ɛ ǎ, ɖó Mawu Mavɔmavɔ ɖésú wɛ ná ɛ vivo. Ée é mɔ ɖɔ vivo ɖo to ɔ́ mɛ é ɔ́, é mɛ ahohó lɛ́ lɛ̌ dó toxo gěgé.",14.6,artefact
70027,a ko sú aziín ɔ́'xɔ́ à,as,trop_court
70033,hὲn gbà,laisser tomber,trop_court
70035,hὲn flέὲn,freiner,trop_court
70047,yĭ yɛ̀yí,être honoré,trop_court
70053,agunkpàmὲ,semeur de discorde - semeur de troubles,trop_court
70053,mεdɔnfúnlὲntɔ́,semeur de discorde - semeur de troubles,trop_court
70054,ayihún,divertissement,trop_court
70066,"É ɖó toxo ɖaxó gěgé ayǐ gbɔn sókan Judáa tɔn ɔ́ mɛ, bó sá xwé ɖé lɛ́ɛ, bó mɛ ahohó lɛ́ lɛ̌ dó, bó lɛ́ bló mɛcɔ́tɔ́xɔ ɖé lɛ́ɛ gbɔn atínkan ɖé lɛ́ɛ mɛ.",27.4,artefact
70083,doo núwe,salut,trop_court
70086,"Hwenɛ́nu ɔ́, yɛ ɖokpó wá Mawu Mavɔmavɔ nukɔn, bó ɖɔ: ‘Nyɛ ná yi blɛ́ ɛ.’",18.20,artefact
70100,adɔ̀,entrailles,trop_court
70100,xomɛ̀,entrailles,trop_court
70108,e ná yí nukɔ̀n,cela progressera,trop_court
70111,fofo ɖaxo,frère aîné,trop_court
70114,ma... ó,ne... pas,trop_court
70114,kun... ó,ne... pas,trop_court
70123,kpà,féliciter,trop_court
70123,kpà gbè,féliciter,trop_court
70123,mlă,féliciter,trop_court
70125,E xɛ̀,"Ca y est, l’affaire bat son plein.",trop_court
70128,avivì,frayeur extrême,trop_court
70129,Étɛ́ wɛ̀ ?,Qu’est-ce ?,trop_court
70134,É cí blibɔ̀,C’est insipide.,trop_court
70141,e na yi,il partira,trop_court
70146,xwe kpíkpé,nouvel an,trop_court
70146,xwè yɔ̀yɔ́,nouvel an,trop_court
70150,agbàlyákpέn,boulet de canon -,trop_court
70150,agbàlyákwín,boulet de canon -,trop_court
70175,ànan tɔn,sortir,trop_court
70183,nawìkún,farine mélangée à une boisson alcoolisée,trop_court
70183,nawukún,farine mélangée à une boisson alcoolisée,trop_court
70184,dágbaká,grande calebasse,trop_court
70184,kádagle,grande calebasse,trop_court
70184,kplakátá,grande calebasse,trop_court
70188,fítɛ́nu a nyĭ,d'où es,trop_court
70195,Kpɔ́n fí.,Regardez ici.,trop_court
70205,"Akpá énɛ́ ɔ́ e yě dó ɔ́ víví nú Judáanu lɛ́ɛ bǐ, ɖó yě dó akpá ɔ́ kpódó ayixa yětɔn bǐ kpó. Yě mɛ bǐ nɔ́ sɛn Mawu Mavɔmavɔ kpó jlǒ yě ɖésúnɔ tɔn kpó, bɔ Mawu Mavɔmavɔ zé éɖée xlɛ́ yě, bó ná ayij'ayǐ yě gbɔn ɖisí amyɔ.",15.15,artefact
70209,sὲn axɔ́sú,avoir la variole,trop_court
70209,sὲn mε,avoir la variole,trop_court
70209,sὲn sakpatá,avoir la variole,trop_court
70214,é ná donu tɔn we à,est,trop_court
70215,Gba vɔtɔ,Boîte vide,trop_court
70216,wamamɔnɔ lɛ,les pauvres,trop_court
70220,gbìdí,rayer,trop_court
70220,zɛ̀,rayer,trop_court
70220,zɛ̀ xwì dŏ nŭ jĭ,rayer,trop_court
70221,gɔgúnɔ̀,idiot,trop_court
70221,gùgú,idiot,trop_court
70221,gùgùtɔ́,idiot,trop_court
70221,nùlúnɔ̀,idiot,trop_court
70221,xlŏnɔ̀,idiot,trop_court
70223,aɖanmacio,bravo,trop_court
70232,kpàn nukɔ̀n,regarder en face,trop_court
70237,Mi ɖu nu,Vous mangez,trop_court
70241,kpé nŭ,rencontrer un fantôme,trop_court
70251,lĭ dŏ,être bien assis,trop_court
70255,Yòzò gbɛ́,Il fait très chaud.,trop_court
70263,e xwé,elle va au,trop_court
70273,Hwen,ɛ,trop_court
70274,Mɛ e bló é sín ganjɛwu,Garantie constructeur,trop_court
70275,sá nyìbú,châtrer un boeuf,trop_court
70277,ajì,tactique de jeu,trop_court
70280,tέnwínlεnwín,l'un après l'autre,trop_court
70290,zo wlawlà,feu qui brûle avec une ardeur éphémère,trop_court
70293,hɔnlihέnnú,à l'entrée,trop_court
70293,hɔnlinu,à l'entrée,trop_court
70293,hɔntò,à l'entrée,trop_court
70295,Ɖŏ alɔ̀ wŭ,Touche.,trop_court
70298,kεɖε à,la forme,trop_court
70301,Davídi da Mikali,18.17,artefact
70309,dăn d’é wŭ,brasser,trop_court
70309,dăn dŏ é wŭ,brasser,trop_court
70309,lìn,brasser,trop_court
70314,nyì azɔ̀n,chasser la maladie par des incantations,trop_court
70320,Ɖa amasin,Préparer (faire cuire) un médicament,trop_court
70322,kɔ̀ kú mì,le cou me fait mal après avoir porté une charge,definition
70324,dĭn,passer,trop_court
70324,gbὲn,passer,trop_court
70324,sún,passer,trop_court
70324,wă yì,passer,trop_court
70327,avɔ̀ cyɔ́ncyɔ́n,pagne pour la nuit,trop_court
70331,Agbákò vĭ è,"Tu déraisonnes ! (interjection marquant la surprise amusée, employée presque exclusivement par les femmes).",definition
70338,amawatɔ,herboriste,trop_court
70338,nìwátɔ́,herboriste,trop_court
70343,awagodokanmὲ,l'intérieur du bras,trop_court
70343,awakanmὲ,l'intérieur du bras,trop_court
70344,kpé tú,viser avec un fusil,trop_court
70353,kpέjítɔ́,nom donné à la mère d’un enfant encore au sein,trop_court
70353,kpέdóvínɔ̀,nom donné à la mère d’un enfant encore au sein,trop_court
70353,kpέdóvúnɔ̀,nom donné à la mère d’un enfant encore au sein,trop_court
70358,s'avɔ̀,être un géant,trop_court
70358,sɔ́ avɔ̀,être un géant,trop_court
70360,a blŏ azɔ̀ tówé fó à,as,trop_court
70367,a dó súklè kókó ɔ́ mέ à,as,trop_court
70377,Tɔ ɖi sin gbɔn Ajaxɔsu hɔnto.,"Le fleuve en crue a débordé et coule jusque devant le portail du roi des Aja. - Je croyais que c'était un vrai fleuve, mais il y a tout juste de quoi faire la vaisselle.",ratio
70386,wiwi,noire,trop_court
70387,gbò fló,pelure d'orange,trop_court
70389,adĭnbèsé,grenouille,trop_court
70389,agɔ̆,grenouille,trop_court
70389,agŏbèsé,grenouille,trop_court
70389,bèsé,grenouille,trop_court
70389,tɔ kokló,grenouille,trop_court
70393,yì mε gɔ̆n,aborder quelqu'un,trop_court
70393,sὲ yă mε,aborder quelqu'un,trop_court
70394,e nyla a,pas mal,trop_court
70397,alɔ ɖisi,main droite,trop_court
70399,"xó e un ɖɔ nú we ɔ́ xo ayi towe zlɛ́, a sɔ́ hwiɖée hwe ɖo Mawu nukɔn hwenu e a se xó e é ɖɔ dó Jeluzalɛ́mu kpó Jeluzalɛ́munu lɛ́ɛ kpó wú é, a sɔ́ hwiɖée hwe ɖo nukɔn ce, bó vún awu dó kɔ nú hwiɖée, bó ya avǐ ɖo nukɔn ce; énɛ́ wú ɔ́, nyi lɔ un se xó towe;",34.27,artefact
70416,paraku,parakou,trop_court
70424,toxomε,ville,trop_court
70428,Hwevi ɖe,Il y a du poisson,trop_court
70431,nɔ̀ kɔ̀n,répondre de quelque chose,trop_court
70435,Azɔn gbɛ sin,"La maladie est devenue sérieuse, il va mourir (il ne peut plus boire)",definition
70436,E ɖe,Ton père est à la maison ? - Il y est.,trop_court
70442,"Mawu Mavɔmavɔ,","Nous en avons entendu parler à Ephrata, nous l’avons trouvé au pays de Yaar...",trop_court
70443,nùsúnnú yeɖé,la sauce est bien assaisonnée,trop_court
70445,Nyi kanlin,Elever des animaux,trop_court
70450,súnnu,garçon,trop_court
70460,jɔ̀,naître,trop_court
70460,tɔ́n,naître,trop_court
70466,ama,feuille,trop_court
70479,tɛ̀n ján,il n'y a pas de place,trop_court
70484,gbă xɔ̀,bâtir une case,trop_court
70485,bla ta,mettre un tissu sur la tête,trop_court
70510,bukumbevi jiji,originaire de boukoumbé,trop_court
70513,sa afintin nú mi,vends,trop_court
70514,nă nùɖúɖú,nourrir,trop_court
70515,mi ɖo mɔto jonɔ lε blo ɖo wε abi,excusez,trop_court
70533,é kpé ná,cela convient,trop_court
70536,dăn,agiter,trop_court
70536,fùn,agiter,trop_court
70536,lìn,agiter,trop_court
70536,mì,agiter,trop_court
70536,xɛ́,agiter,trop_court
70539,atínmá,feuillage,trop_court
70541,maɖóblɔ̆,sans tache,trop_court
70541,maɖóblɔ̆ ɖò wŭ,sans tache,trop_court
70541,makànɖekpò,sans tache,trop_court
70544,akɔ́nkpínkpan,bravo,trop_court
70544,alɔ towe ɖíè,bravo,trop_court
70552,glŏjà,viril (s'applique aux garçons),trop_court
70552,jaglo,viril (s'applique aux garçons),trop_court
70554,afɔ ce fɛ́,j'ai trébuché,trop_court
70558,Alɔwliwli ɖò alokan jí.,Signature électronique.,trop_court
70563,Húhwɛ́ hwiɖéé,Tranquillise-toi.,trop_court
70564,é ja,elle arrive,trop_court
70572,Xwé xóxó.,Maison ancienne.,trop_court
70588,Fí ɖĕvo,Autre part.,trop_court
70594,a ko yì mɛɖe à,es,trop_court
70607,xwè nyɔ̀,marquer la désapprobation par un certain bruit de la mâchoire claquer la langue en signe de désapprobation ou d'ennui,trop_court
70616,Nŭjɔ̀nŭ wɛ̀,C'est sérieux.,trop_court
70621,"Yaó, yawó","Jeune mariée, épouse",trop_court
70632,zɔ̀n dɛ̆dɛ̆,marcher lentement,trop_court
70636,xɔ̀ akwɛ́,emprunter de l'argent à un intérêt usuraire,trop_court
70642,Slá wù n’í,Purifie-le.,trop_court
70650,alɛxò,incantations,trop_court
70666,jŏ mε,laisser quelqu'un en liberté,trop_court
70677,lidosun,avril,trop_court
70679,Un wa,Je viens,trop_court
70681,kanɖe atɔɔn,45,artefact
70685,dŏ gbὲ,mener tel ou tel genre de vie,trop_court
70686,avɔkàn,coton,trop_court
70689,ylɔ́ ɛ́ wá,appelle-le,trop_court
70692,hwetɛnu a mɔ nɔ towe gudogudo tɔn ɔ,quand as,trop_court
70695,fέ afɔ̀ nú mε,raccompagner quelqu'un,trop_court
70700,kokwe mymian,une banane mûre,trop_court
70701,Lɔnyiji-lɔnfɔ́nkan.,Faire du sport.,trop_court
70706,E ɖò tagba dó nú mí wɛ̀,Il m'agace.,trop_court
70715,nùɖúdíngán,gourmandise,trop_court
70715,winwan,gourmandise,trop_court
70720,bà hwεjijɔ,chercher à mettre le bon droit de son côté,trop_court
70724,animátlὲ,parfum,trop_court
70724,célù,parfum,trop_court
70724,nùsáwŭ,parfum,trop_court
70725,yonu,fesses,trop_court
70726,zùn,saisir solidement,trop_court
70726,fàn,saisir solidement,trop_court
70726,fàn asú mε wŭ,saisir solidement,trop_court
70738,akɔmlámlá,louanges,trop_court
70744,"Bŏsì, Bŏjɔ̀",Fille née avec le cordon ombilical autour du cou et des mains,trop_court
70752,Jĭ ɖè atán,Il bruine.,trop_court
70757,un yí wàn nú wè,je t'aime,trop_court
70759,e hun zo,c'est chaud,trop_court
70760,vì sú,beau-fils,trop_court
70760,vĭ asú,beau-fils,trop_court
70761,"Yotámu fun ahwan xá Amumɔ́ɔ xɔ́sú ɔ́, bó ɖu ɖ'é jí. Xwe énɛ́ ɔ́ xwe ɔ́, Amumɔ́ɔ ví lɛ́ɛ ná nǔjɔ axɔ́sú ɔ́. Yě ná kpatágan tɔ́nu atɔn, blěe tɔ́nu afɔwó-afatɔ́n (3.000) kpódó ɔ́ji tɔ́nu afɔwó-afatɔ́n (3.000) kpó. Mɔ̌ wɛ yě lɛ́ ná ɛ xwe wegɔ́ ɔ́ mɛ, bó ná ɛ xwe atɔngɔ́ ɔ́ mɛ.",27.5,artefact
70762,nùgblègblé,espèce d'impoli,trop_court
70763,xwè ɖé mɛ̀,l'année dernière,trop_court
70764,dŏ xεsì,effrayer,trop_court
70772,Ajɔ̀ ná ɖi sà,La marchandise s'écoulera (en guise de merci pour le supplément).,definition
70785,mi ɖésúnɔ́ mi ná nùɖúɖú yè ó,donnez,trop_court
70789,Káká yì fúfónu,Jusqu'au bout.,trop_court
70805,hweɖĕvonu,une autre fois,trop_court
70811,fɔngbè akowunká,voilà le pur fon,trop_court
70818,Ku d'afɔ...oooooooo,Bonne marche,trop_court
70821,hwezɔ̀n,insolation,trop_court
70821,hwezivɔ́,insolation,trop_court
70821,hwezivɔ́zɔ̀n,insolation,trop_court
70829,lε̆ tùn,replanter,trop_court
70829,lε̆ vɔ̆ tùn,replanter,trop_court
70832,yĕ ɖò nù dɔ́n wɛ̀,ils discutent,trop_court
70836,Un jawe,J’arrive,trop_court
70840,zan ɔ,le lit,trop_court
70850,sokanmɛ,montagne,trop_court
70867,E hwɛ́n,Il est drôle.,trop_court
70876,gbɔ̀,calme-toi,trop_court
70877,xwe kpíkpé,le jour de l'an,trop_court
70877,xwè yàɖéyaɖé,le jour de l'an,trop_court
70877,xwè yɔ̀yɔ́,le jour de l'an,trop_court
70877,xwekpíkpézàngbè,le jour de l'an,trop_court
70897,Nŭ ɖokpò ɔ́ wɛ̀,C'est l'équivalent.,trop_court
70900,é ɖo vo sa wɛ̀,il suppliait,trop_court
70911,Gbɔjɛ hwenu klewun tɔn,Rupture temporaire,trop_court
70916,E nɔ́ d'azɔn mɛ,C'est malsain.,trop_court
70919,kpì tàn,renseigner avec exactitude sur les faits vécus,trop_court
70923,cá,rapprocher,trop_court
70923,hὲn bɔ,rapprocher,trop_court
70923,myɔ̆,rapprocher,trop_court
70926,ani wɛ a wà,qu'as,trop_court
70928,Un tuwun,Je sais.,trop_court
70929,anyí !,quoi !,trop_court
70929,hε̆n !,quoi !,trop_court
70938,Un nɔ sεn we,Je t'adore,trop_court
70945,ɖisa kpeɖe,marcher un peu,trop_court
70955,é yí wan n'í,il l'admire,trop_court
70959,kpé nŭ,avoir une vision,trop_court
70966,tokwɛ́ súsú,versement de l'impôt,trop_court
70975,Mi sɛ bɔ dó miɖéé wú,Rapprochez-vous.,trop_court
70988,"Yɔdo e é kun ɖ'ayǐ nú é ɖésúnɔ ɖo Davídi Toxo mɛ ɔ́ mɛ wɛ è sɔ́ ɛ ɖó. È sɔ́ cyɔ tɔn mlɔ́ kpe ɖé jí ɖo yɔdo ɔ́ mɛ, bó kplé nǔsáwǔ wǎnɖagbenɔ ɖó fí ɔ́; lě e nǔsáwǔ wǎnɖagbenɔ ɖa tɔ́ lɛ́ɛ nɔ ɖa gbɔn ɔ́ wɛ è ɖa gbɔn, bó dó gěgé zo dó wlí yɛ̌yi n'i.",16.14,artefact
70989,é ná yì,elle ira,trop_court
70995,nukun,oeuil,trop_court
70996,azwi asì,hase,trop_court
70996,azwi'sì,hase,trop_court
71005,acà,dessin,trop_court
71005,ɖiɖe,dessin,trop_court
71005,nùɖíɖé,dessin,trop_court
71011,aflika,africa,trop_court
71013,ko,déjà,trop_court
71013,xóxó,déjà,trop_court
71024,Bó ɖù gbɛ̀,Et réjouis-toi.,trop_court
71027,Ɖu vivǐ.,Amuse-toi bien.,trop_court
71028,a ɖò vivo à,es,trop_court
71037,gblegble,gatées,trop_court
71038,blàblà,simple,trop_court
71038,blakasaà,simple,trop_court
71038,hayà,simple,trop_court
71038,yàyà,simple,trop_court
71042,dɔ̆ jɔnu,faire une veillée (funèbre ou autre),trop_court
71044,Awii ɖe,Quelque chat,trop_court
71057,bὲ yὲ,abriter du soleil,trop_court
71058,mɛ ka wɛ,qui est,trop_court
71059,fitɛ a nɔ nɔ,où habites,trop_court
71060,Gannu xoxo,Vieille cuvette.,trop_court
71068,gbejí,fidélité,trop_court
71068,gbejinínɔ̀,fidélité,trop_court
71073,azɔnkatikatì,tétanos,trop_court
71078,ayomà,oignon,trop_court
71078,ayomása,oignon,trop_court
71078,măsà,oignon,trop_court
71079,mitɔn,votre,trop_court
71079,mitɔ̀n,votre,trop_court
71088,gbà nukún,frapper les yeux,trop_court
71096,gblĕ wɔ̆n,être infirme,trop_court
71096,kú sé,être infirme,trop_court
71107,un si kpɔn 'passeport' mitɔn a,puis,trop_court
71111,azan we,deux jours,trop_court
71113,é ná yì,ils iront,trop_court
71115,fítɛ́ gó sín wɛ a ɖè,d'où viens,trop_court
71122,mi sɔ kɛ mi xwe nabi wɛ cuku mitɔn ɖo,excusez,trop_court
71126,ezanwé,ils t'ont trompé largement,trop_court
71127,mεtáfú,abus de la force,trop_court
71127,mεtáfútáfú,abus de la force,trop_court
71130,vì tɔ́n'sú,son beau fils,trop_court
71133,e bí,elle est agile,trop_court
71141,sun ɖokpoɖokpo,chaque mois,trop_court
71143,Amì sín xù.,Mer d'huile.,trop_court
71147,E kpɔ,C’est bon marché.,trop_court
71149,Zǎn e mɛ è ma nɔ ɖɔ xó ǎ é.,Nuit silencieuse.,trop_court
71152,xò akpó,être inefficace,trop_court
71158,fitε mi nɔ ɖu gbɔjε mitɔn ɖe xwe ɖokpo ɖokpo mε,où est,trop_court
71164,Facture e è sú é.,Facture acquittée.,trop_court
71166,kókwé amawì,banane verte,trop_court
71166,kókwé lέkέ,banane verte,trop_court
71168,agadá,prodigue,trop_court
71183,"Axɔ́sú Izlayɛ́li tɔn ɔ́ kplé gbeyíɖɔ tɔn afɔwe (400) lɛ́ɛ bó kanbyɔ́ yě ɖɔ: “Mǐ ní yi tɔ́n ahwan Hlamɔti toxo ɔ́ ɖo Galadi yíkúngban jí a, abǐ má gbɔ?” Bɔ yě yí gbe n'i ɖɔ: “Yi! Mawu ná jó toxo ɔ́ nú we.”",18.5,artefact
71184,agbălὲ,nom donné à une fille,trop_court
71184,akpéní,nom donné à une fille,trop_court
71184,alixosì,nom donné à une fille,trop_court
71185,gbɛtɔ́ ká ɖó hlɔ̀nhlɔ́n é sixú mɔ̀ nŭ jɛ̀ nùbúdò gbɛ ɔ́ tɔ́n wú é à,l'homme peut,trop_court
71187,blŭ kɔ́,rendre trouble,trop_court
71193,ali e jí gbɛtɔ́ nɔ sukpɔ́ ɖè é,Rue animée,trop_court
71197,súnnì majìɖĕnɔ̀,homme stérile,trop_court
71200,gbɔ hɛn,des moutons gardés,trop_court
71205,wà alànnŭ,commettre une infamie,trop_court
71205,xò lɔ̀,commettre une infamie,trop_court
71212,xu zanmɛ̀,en haute mer,trop_court
71216,fyɔ́ sábsì,gaspiller de l'essence,trop_court
71222,lε̆ fɔ́n,se relever,trop_court
71226,kɔ́ dàn,caqueter (lorsque la poule a trouvé un serpent),trop_court
71241,kúabɔ̀,a tes souhaits après un éternuement,trop_court
71245,a sìxú sɔ́ mí yì kútɔ́nu à,peux,trop_court
