id,chemin_audio,transcription_fon,duree_sec
miguel_fongbe_corp014_095,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_095.wav,e do e gan,1.14
miguel_fongbe_corp014_096,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_096.wav,alin ɔ ɖo xwe tεntin,1.77
miguel_fongbe_corp014_097,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_097.wav,e ɖo gbεdomε,1.45
miguel_fongbe_corp014_098,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_098.wav,e ɖo gbεya ji wε din,1.99
miguel_fongbe_corp014_099,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_099.wav,ce wε,0.59
miguel_fongbe_corp014_100,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_100.wav,nyε wε ɖu nu,1.37
miguel_fongbe_corp014_101,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_101.wav,na mi akwε,1.29
miguel_fongbe_corp014_102,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_102.wav,hweɖenu e wa ɔ e ɖɔ xo nu mi,2.97
miguel_fongbe_corp014_103,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_103.wav,nyε ɔ un nɔ nyi pɔlu,1.74
miguel_fongbe_corp014_104,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_104.wav,awi su ɖaxo sɔ gbɔ a,2.01
miguel_fongbe_corp014_105,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_105.wav,e blo sun atɔn bɔ un bε azɔ ɖo finε,2.81
miguel_fongbe_corp014_106,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_106.wav,mεɖaxo ku do le hwenu,2.39
miguel_fongbe_corp014_107,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_107.wav,nyε ɖo kpinkplɔn wε ε bo na do jla ajɔ ce na,3.33
miguel_fongbe_corp014_108,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_108.wav,gbεtɔ e ɖo finε e gbi,1.71
miguel_fongbe_corp014_109,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_109.wav,e gble tamε ni,1.41
miguel_fongbe_corp014_110,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_110.wav,a jε finε ɔ mε lε na xlε we gletoxo ɔ,3.5
miguel_fongbe_corp014_111,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_111.wav,mε nabi wε ku tawun,1.74
miguel_fongbe_corp014_112,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_112.wav,gu ku wε ku,1.4
miguel_fongbe_corp014_113,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_113.wav,e yi ku zozo,1.42
miguel_fongbe_corp014_114,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_114.wav,e ma ku a,1.1
miguel_fongbe_corp014_115,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_115.wav,azɔn ɔ gble,1.3
miguel_fongbe_corp014_116,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_116.wav,e nɔ gba gi ɖo mɔ mε,1.49
miguel_fongbe_corp014_117,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_117.wav,e gban nya nu do mi,1.5
miguel_fongbe_corp014_118,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_118.wav,e gban ya nu,1.29
miguel_fongbe_corp014_119,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_119.wav,etε sin nu gban nya wε a ɖe,2.13
miguel_fongbe_corp014_120,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_120.wav,ye na ku,0.99
miguel_fongbe_corp014_121,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_121.wav,e ma na ku gε,1.56
miguel_fongbe_corp014_122,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_122.wav,jinukun ko mya go ɖo gle mε,2.56
miguel_fongbe_corp014_123,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_123.wav,a ma na blo a e,1.28
miguel_fongbe_corp014_124,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_124.wav,un nɔ ɖu jε kpodo takin kpan a,2.78
miguel_fongbe_corp014_125,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_125.wav,e gbigba ayikungban ɔ,1.87
miguel_fongbe_corp014_126,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_126.wav,bɔ kan nyikɔ ce byɔ,1.76
miguel_fongbe_corp014_127,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_127.wav,nyikɔ ce nɔ nyi fina,2.18
miguel_fongbe_corp014_128,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_128.wav,tagba gbelu,1.25
miguel_fongbe_corp014_129,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_129.wav,eo un sixu blo a,2.14
miguel_fongbe_corp014_130,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_130.wav,mi na yi a,1.6
miguel_fongbe_corp014_131,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_131.wav,mama xwe ɔ ni nyi xwesi nu mi bi,2.89
miguel_fongbe_corp014_132,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp014_132.wav,e yi fi ti a,1.21
miguel_fongbe_corp015_001,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_001.wav,glo ɖɔ a ɖe,1.36
miguel_fongbe_corp015_002,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_002.wav,un gɔn yεhwe zanzan tɔn xa,1.95
miguel_fongbe_corp015_003,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_003.wav,e ku bɔ e ɖii,1.43
miguel_fongbe_corp015_004,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_004.wav,e klan gbe xa mi ɖo vivε ji,2.14
miguel_fongbe_corp015_005,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_005.wav,e ɖɔ a ma wa o,1.49
miguel_fongbe_corp015_006,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_006.wav,to mitɔn lε nɔ se xo,1.74
miguel_fongbe_corp015_007,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_007.wav,e gla do tɔ tɔn wu,1.66
miguel_fongbe_corp015_008,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_008.wav,e gla wa fi a,1.21
miguel_fongbe_corp015_009,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_009.wav,e gla na kε nu a,1.32
miguel_fongbe_corp015_010,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_010.wav,e gla do tɔ tɔn wu,1.26
miguel_fongbe_corp015_011,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_011.wav,hɔn ɔ ɖo nuvo gbaa,1.78
miguel_fongbe_corp015_012,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_012.wav,gbε ko hun ali ni,1.38
miguel_fongbe_corp015_013,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_013.wav,e hun hɔn ɔ glaa,1.08
miguel_fongbe_corp015_014,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_014.wav,e hun hɔn ɔ gblawun,1.72
miguel_fongbe_corp015_015,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_015.wav,e hun hɔn ɔ kε gblala,2.0
miguel_fongbe_corp015_016,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_016.wav,e van nukun gbaan,1.49
miguel_fongbe_corp015_017,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_017.wav,kεkε tɔn gble,1.3
miguel_fongbe_corp015_018,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_018.wav,e na wa yi,0.92
miguel_fongbe_corp015_019,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_019.wav,ye na wa ku,1.06
miguel_fongbe_corp015_020,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_020.wav,e nɔ gbo jage do xo ɔ mε din,2.29
miguel_fongbe_corp015_021,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_021.wav,e nɔ do fɔngbe ganji,2.05
miguel_fongbe_corp015_022,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_022.wav,e ɖɔ xo nu mi ɖo nu glɔ,1.92
miguel_fongbe_corp015_023,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_023.wav,mε a ɖɔ xo na,1.61
miguel_fongbe_corp015_024,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_024.wav,e ɖɔ xo ɖayi,1.27
miguel_fongbe_corp015_025,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_025.wav,e ɖo xo ɖɔ wε ɖayi,1.45
miguel_fongbe_corp015_026,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_026.wav,a ku gan kpo xoɖiɖɔ kpo,2.23
miguel_fongbe_corp015_027,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_027.wav,jezu yi wan nu mi bo wa nɔ mi mε,2.9
miguel_fongbe_corp015_028,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_028.wav,e se xo e a ɖɔ lε,1.41
miguel_fongbe_corp015_029,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_029.wav,e gbo kwε ɔ hwla,1.18
miguel_fongbe_corp015_030,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_030.wav,e gbo lan ɖu,1.07
miguel_fongbe_corp015_031,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_031.wav,e gbo ɖɔ,0.95
miguel_fongbe_corp015_032,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_032.wav,e gɔn yiyi,1.21
miguel_fongbe_corp015_033,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_033.wav,e yi trolo jεn a wa,1.42
miguel_fongbe_corp015_034,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_034.wav,un wa ba yi,1.01
miguel_fongbe_corp015_035,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_035.wav,a ma yi dɔn a,0.98
miguel_fongbe_corp015_036,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_036.wav,e ɖɔ nu mi ɖɔ a kun na wa o,2.45
miguel_fongbe_corp015_037,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_037.wav,un ɖu nu loɔ un ka gɔ xo a,1.88
miguel_fongbe_corp015_038,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_038.wav,e na ɖu nu ace,1.26
miguel_fongbe_corp015_039,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_039.wav,fi tε nya elɔ ka gbɔn,1.69
miguel_fongbe_corp015_040,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_040.wav,e din gbɔn fi,1.28
miguel_fongbe_corp015_041,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_041.wav,e gbɔn ji ce,1.19
miguel_fongbe_corp015_042,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_042.wav,wa yi gbɔn fi s,1.03
miguel_fongbe_corp015_043,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_043.wav,e gbɔn nu glɔ bo wa gɔn ce,1.91
miguel_fongbe_corp015_044,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_044.wav,ku do gbe ɖe,1.46
miguel_fongbe_corp015_045,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_045.wav,to ɖetε wε,1.11
miguel_fongbe_corp015_046,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_046.wav,gbe nyɔ a,1.17
miguel_fongbe_corp015_047,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_047.wav,un lin nu gege gbɔn gbla tɔn mε,2.37
miguel_fongbe_corp015_048,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_048.wav,ajɔ gu mi,1.14
miguel_fongbe_corp015_049,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_049.wav,gbεtɔ na ɖo gbigbε mi wε,1.93
miguel_fongbe_corp015_050,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_050.wav,mε nε,1.09
miguel_fongbe_corp015_051,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_051.wav,un mɔ mεti a,1.26
miguel_fongbe_corp015_052,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_052.wav,mε e un ɖɔ xo xa ɔ,1.41
miguel_fongbe_corp015_053,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_053.wav,e hεn vi ce gble,1.31
miguel_fongbe_corp015_054,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_054.wav,un mɔ tε ɖokpo ɖo zun gozwe ɖe mε,2.34
miguel_fongbe_corp015_055,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_055.wav,dεdε gi nɔ bi,1.34
miguel_fongbe_corp015_056,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_056.wav,e geze kpεɖe din mε,1.74
miguel_fongbe_corp015_057,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_057.wav,lε ɖɔ kpεɖe nu mi ɖe ji,1.76
miguel_fongbe_corp015_058,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_058.wav,e gbo adɔ bo ɖɔ xo,2.15
miguel_fongbe_corp015_059,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_059.wav,enyi xεsi ɖi we ɔ ayi towe bi gba do,3.3
miguel_fongbe_corp015_060,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_060.wav,an nya ε nεgbɔn a ɖafɔ ji ce,2.95
miguel_fongbe_corp015_061,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_061.wav,un nɔ ɖu jε bo nɔ ɖu takin a,2.8
miguel_fongbe_corp015_062,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_062.wav,gbɔnvε mε mi,1.26
miguel_fongbe_corp015_063,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_063.wav,vi mεxo ɔ jε gbεvi han do tɔ tɔn ji,3.91
miguel_fongbe_corp015_064,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_064.wav,lee a ɖe din ɔ e nyɔ nukun ce mε tlala,3.36
miguel_fongbe_corp015_065,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_065.wav,e gɔ tun fla,1.35
miguel_fongbe_corp015_066,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_066.wav,e gɔ kɔ nyayi,1.29
miguel_fongbe_corp015_067,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_067.wav,tɔ ce ku wε zɔn bɔ un ya vi,2.21
miguel_fongbe_corp015_068,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_068.wav,e xo mi enε wutu wε un ya vi i,2.69
miguel_fongbe_corp015_069,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_069.wav,ji ja ɔ gbεmε na fa,2.01
miguel_fongbe_corp015_070,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_070.wav,ɖo ji ja wutu wε un yi azɔmε a,2.9
miguel_fongbe_corp015_071,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_071.wav,jikun ɖona ja ɖazan tɔn mε,2.68
miguel_fongbe_corp015_072,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_072.wav,kɔ tɔn gbo ala,1.44
miguel_fongbe_corp015_073,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_073.wav,e wazɔ hu mi,1.12
miguel_fongbe_corp015_074,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_074.wav,e hu mεxo mi,1.12
miguel_fongbe_corp015_075,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_075.wav,un sɔ na nɔ xa mi gaga ɖe ă,1.98
miguel_fongbe_corp015_076,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_076.wav,un sɔ yi azɔmε a,1.41
miguel_fongbe_corp015_077,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_077.wav,un na sɔ wa a,1.18
miguel_fongbe_corp015_078,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_078.wav,ajaka hwe hu awi,1.53
miguel_fongbe_corp015_079,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_079.wav,mi ma sɔ wa o,1.37
miguel_fongbe_corp015_080,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_080.wav,e ɖo nu na ɖu wε,1.49
miguel_fongbe_corp015_081,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_081.wav,e ɖo genu,1.18
miguel_fongbe_corp015_082,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_082.wav,awi wa bɔ e nε hwevi,1.62
miguel_fongbe_corp015_083,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_083.wav,a ɖo ɖagbe a,1.07
miguel_fongbe_corp015_084,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_084.wav,e ɖo gbatε sɔ wε,1.3
miguel_fongbe_corp015_085,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_085.wav,e nɔ sɔ gbatε,1.3
miguel_fongbe_corp015_086,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_086.wav,egbe ɔ un kpe alɔ ɖagbe,2.4
miguel_fongbe_corp015_087,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_087.wav,a ɖo ɖagbe a,1.23
miguel_fongbe_corp015_088,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_088.wav,e ɖo glo tɔn,1.43
miguel_fongbe_corp015_089,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_089.wav,wutu ce slɔ fun,1.44
miguel_fongbe_corp015_090,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_090.wav,mawuxojlatɔ lε ɖesu ɖo fɔngbe kplɔn wε bona do jla mawuxo ɖo to ɔ mε,6.21
miguel_fongbe_corp015_091,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_091.wav,nε gbɔn,0.71
miguel_fongbe_corp015_092,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_092.wav,xovε ɖo huhui enε ɔ wutu wε e xɔ nuɖuɖu,3.97
miguel_fongbe_corp015_093,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_093.wav,e gbε kpo ɖo tunnu tɔn,1.68
miguel_fongbe_corp015_094,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_094.wav,mεsi kplɔn nu ye cobɔ ye ɖu afɔku,3.51
miguel_fongbe_corp015_095,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_095.wav,e gɔ gbe,0.94
miguel_fongbe_corp015_096,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_096.wav,e ɖo mawusi,1.11
miguel_fongbe_corp015_097,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_097.wav,fina a sii ɖɔ fi e a gosin ɔ nu mi a,4.28
miguel_fongbe_corp015_098,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_098.wav,un hεn ɔ na blo,1.16
miguel_fongbe_corp015_099,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_099.wav,eo nyε un kpewu a mε,1.63
miguel_fongbe_corp015_100,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_100.wav,mɔ jεn wε,0.89
miguel_fongbe_corp015_101,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_101.wav,e gbla klεklε nu,1.56
miguel_fongbe_corp015_102,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_102.wav,e gbe yawo,1.16
miguel_fongbe_corp015_103,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_103.wav,wema ce yi gbe un ja,1.67
miguel_fongbe_corp015_104,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_104.wav,glo mɔ glo sɔ,1.11
miguel_fongbe_corp015_105,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_105.wav,glelilε ma nyɔ ze,1.4
miguel_fongbe_corp015_106,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_106.wav,sɔ gbɔ yi do kan sɔ kan yi do gbɔ,3.21
miguel_fongbe_corp015_107,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_107.wav,nyɔnu e sin avɔ un yi ɔ,1.52
miguel_fongbe_corp015_108,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_108.wav,e nɔ gu bo tεnmε tεnmε lε bo nɔ sɔ do akpo mε,3.8
miguel_fongbe_corp015_109,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_109.wav,un ɖo gbe towe xo wε,1.58
miguel_fongbe_corp015_110,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_110.wav,e fyɔn nutitε nu mi,1.84
miguel_fongbe_corp015_111,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_111.wav,e fyɔn nutitε nu mi,2.0
miguel_fongbe_corp015_112,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_112.wav,mawu ni na mi gbigbɔ,1.93
miguel_fongbe_corp015_113,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_113.wav,a nɔ blo gbangan din,1.68
miguel_fongbe_corp015_114,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_114.wav,dεdε sia,1.14
miguel_fongbe_corp015_115,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_115.wav,e ɖo gankpa ɔ mε,1.41
miguel_fongbe_corp015_116,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_116.wav,e gbo mi,1.11
miguel_fongbe_corp015_117,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_117.wav,e gblɔn kudan,1.13
miguel_fongbe_corp015_118,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_118.wav,e jε adan gblɔn nu kεntɔ tɔn ji,2.41
miguel_fongbe_corp015_119,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_119.wav,e nyi nukplɔnmεtɔ,1.61
miguel_fongbe_corp015_120,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_120.wav,e ɖo do gɔngɔn ɖe mε,1.8
miguel_fongbe_corp015_121,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_121.wav,tɔ ɔ gɔngɔn,1.14
miguel_fongbe_corp015_122,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\miguel_fongbe_corp015_122.wav,zin gɔngɔn,0.99
